,label,area (sq µm)
3650,3650,634
3651,3651,642
3652,3652,643
3653,3653,645
3654,3654,647
3655,3655,663
3656,3656,665
3657,3657,672
3658,3658,669
3659,3659,672
3660,3660,692
3661,3661,690
3662,3662,694
3663,3663,696
3664,3664,688
3665,3665,699
3666,3666,710
3667,3667,719
3668,3668,708
3669,3669,708
3670,3670,707
3671,3671,735
3672,3672,725
3673,3673,710
3674,3674,716
3675,3675,739
3676,3676,727
3677,3677,760
3678,3678,754
3679,3679,757
3680,3680,769
3681,3681,764
3682,3682,761
3683,3683,787
3684,3684,800
3685,3685,791
3686,3686,811
3687,3687,790
3688,3688,799
3689,3689,828
3690,3690,826
3691,3691,812
3692,3692,831
3693,3693,841
3694,3694,844
3695,3695,859
3696,3696,848
3697,3697,867
3698,3698,862
3699,3699,874
3700,3700,876
3701,3701,887
3702,3702,896
3703,3703,899
3704,3704,904
3705,3705,911
3706,3706,908
3707,3707,911
3708,3708,927
3709,3709,927
3710,3710,936
3711,3711,948
3712,3712,953
3713,3713,956
3714,3714,964
3715,3715,977
3716,3716,978
3717,3717,986
3718,3718,984
3719,3719,975
3720,3720,984
3721,3721,987
3722,3722,1000
3723,3723,1012
3724,3724,1014
3725,3725,1012
3726,3726,1044
3727,3727,1024
3728,3728,1053
3729,3729,1036
3730,3730,1040
3731,3731,1048
3732,3732,1053
3733,3733,1066
3734,3734,1056
3735,3735,1066
3736,3736,1091
3737,3737,1114
3738,3738,1109
3739,3739,1102
3740,3740,1121
3741,3741,1102
3742,3742,1083
3743,3743,1092
3744,3744,1124
3745,3745,1081
3746,3746,613
3747,3747,593
3748,3748,607
3749,3749,647
3750,3750,642
3751,3751,639
3752,3752,669
3753,3753,656
3754,3754,680
3755,3755,680
3756,3756,683
3757,3757,682
3758,3758,682
3759,3759,703
3760,3760,696
3761,3761,702
3762,3762,695
3763,3763,711
3764,3764,717
3765,3765,714
3766,3766,715
3767,3767,716
3768,3768,725
3769,3769,732
3770,3770,735
3771,3771,745
3772,3772,754
3773,3773,750
3774,3774,752
3775,3775,767
3776,3776,766
3777,3777,781
3778,3778,768
3779,3779,769
3780,3780,779
3781,3781,794
3782,3782,781
3783,3783,793
3784,3784,794
3785,3785,803
3786,3786,811
3787,3787,809
3788,3788,826
3789,3789,808
3790,3790,827
3791,3791,832
3792,3792,836
3793,3793,843
3794,3794,845
3795,3795,848
3796,3796,841
3797,3797,868
3798,3798,867
3799,3799,872
3800,3800,884
3801,3801,887
3802,3802,888
3803,3803,898
3804,3804,909
3805,3805,911
3806,3806,917
3807,3807,924
3808,3808,924
3809,3809,943
3810,3810,946
3811,3811,940
3812,3812,944
3813,3813,967
3814,3814,966
3815,3815,970
3816,3816,985
3817,3817,983
3818,3818,999
3819,3819,989
3820,3820,998
3821,3821,1011
3822,3822,1013
3823,3823,1023
3824,3824,1043
3825,3825,1027
3826,3826,1036
3827,3827,1053
3828,3828,1061
3829,3829,1067
3830,3830,1071
3831,3831,1081
3832,3832,1098
3833,3833,1087
3834,3834,1090
3835,3835,1106
3836,3836,1106
3837,3837,1077
3838,3838,1081
3839,3839,1089
3840,3840,1090
3841,3841,1109
3842,3842,1105
3843,3843,1126
3844,3844,631
3845,3845,646
3846,3846,657
3847,3847,669
3848,3848,655
3849,3849,662
3850,3850,669
3851,3851,667
3852,3852,678
3853,3853,684
3854,3854,683
3855,3855,684
3856,3856,689
3857,3857,702
3858,3858,693
3859,3859,697
3860,3860,718
3861,3861,710
3862,3862,727
3863,3863,727
3864,3864,724
3865,3865,723
3866,3866,735
3867,3867,740
3868,3868,736
3869,3869,747
3870,3870,751
3871,3871,753
3872,3872,749
3873,3873,763
3874,3874,773
3875,3875,776
3876,3876,778
3877,3877,787
3878,3878,787
3879,3879,781
3880,3880,791
3881,3881,798
3882,3882,808
3883,3883,824
3884,3884,816
3885,3885,827
3886,3886,835
3887,3887,826
3888,3888,847
3889,3889,850
3890,3890,846
3891,3891,847
3892,3892,859
3893,3893,869
3894,3894,869
3895,3895,875
3896,3896,880
3897,3897,878
3898,3898,892
3899,3899,900
3900,3900,906
3901,3901,912
3902,3902,913
3903,3903,911
3904,3904,907
3905,3905,923
3906,3906,925
3907,3907,925
3908,3908,934
3909,3909,951
3910,3910,957
3911,3911,958
3912,3912,962
3913,3913,975
3914,3914,968
3915,3915,968
3916,3916,972
3917,3917,969
3918,3918,968
3919,3919,990
3920,3920,976
3921,3921,1003
3922,3922,986
3923,3923,1010
3924,3924,1006
3925,3925,1013
3926,3926,1013
3927,3927,1033
3928,3928,1032
3929,3929,1045
3930,3930,1042
3931,3931,1067
3932,3932,1081
3933,3933,1107
3934,3934,1120
3935,3935,1121
3936,3936,1094
3937,3937,1094
3938,3938,1086
3939,3939,1122
3940,3940,1122
3941,3941,1120
3942,3942,670
3943,3943,684
3944,3944,688
3945,3945,693
3946,3946,692
3947,3947,704
3948,3948,709
3949,3949,712
3950,3950,719
3951,3951,721
3952,3952,728
3953,3953,724
3954,3954,734
3955,3955,754
3956,3956,743
3957,3957,746
3958,3958,753
3959,3959,747
3960,3960,757
3961,3961,762
3962,3962,764
3963,3963,768
3964,3964,777
3965,3965,789
3966,3966,803
3967,3967,799
3968,3968,798
3969,3969,802
3970,3970,813
3971,3971,818
3972,3972,819
3973,3973,829
3974,3974,828
3975,3975,848
3976,3976,841
3977,3977,851
3978,3978,855
3979,3979,856
3980,3980,863
3981,3981,872
3982,3982,884
3983,3983,881
3984,3984,882
3985,3985,894
3986,3986,897
3987,3987,909
3988,3988,912
3989,3989,908
3990,3990,924
3991,3991,928
3992,3992,942
3993,3993,930
3994,3994,934
3995,3995,947
3996,3996,946
3997,3997,956
3998,3998,968
3999,3999,973
4000,4000,966
4001,4001,984
4002,4002,992
4003,4003,993
4004,4004,993
4005,4005,994
4006,4006,1006
4007,4007,1007
4008,4008,1026
4009,4009,1029
4010,4010,1023
4011,4011,1028
4012,4012,1034
4013,4013,1043
4014,4014,1056
4015,4015,1054
4016,4016,1063
4017,4017,1066
4018,4018,1077
4019,4019,1094
4020,4020,1084
4021,4021,1095
4022,4022,1105
4023,4023,1122
4024,4024,1126
4025,4025,1128
4026,4026,1141
4027,4027,1132
4028,4028,1126
4029,4029,1138
4030,4030,1157
4031,4031,1146
4032,4032,1148
4033,4033,1169
4034,4034,1170
4035,4035,1160
4036,4036,1171
4037,4037,1159
4038,4038,1164
4039,4039,0
4040,4040,0
4041,4041,0
4042,4042,0
4043,4043,0
4044,4044,0
4045,4045,0
4046,4046,0
4047,4047,0
4048,4048,0
4049,4049,1258
4050,4050,1265
4051,4051,1278
4052,4052,1276
4053,4053,1296
4054,4054,738
4055,4055,743
4056,4056,749
4057,4057,748
4058,4058,750
4059,4059,756
4060,4060,761
4061,4061,766
4062,4062,768
4063,4063,788
4064,4064,780
4065,4065,785
4066,4066,787
4067,4067,795
4068,4068,798
4069,4069,814
4070,4070,809
4071,4071,808
4072,4072,808
4073,4073,810
4074,4074,823
4075,4075,825
4076,4076,839
4077,4077,840
4078,4078,851
4079,4079,847
4080,4080,849
4081,4081,858
4082,4082,872
4083,4083,870
4084,4084,861
4085,4085,877
4086,4086,873
4087,4087,885
4088,4088,895
4089,4089,904
4090,4090,907
4091,4091,911
4092,4092,916
4093,4093,912
4094,4094,941
4095,4095,938
4096,4096,929
4097,4097,936
4098,4098,938
4099,4099,943
4100,4100,951
4101,4101,966
4102,4102,970
4103,4103,971
4104,4104,982
4105,4105,976
4106,4106,978
4107,4107,978
4108,4108,998
4109,4109,1001
4110,4110,1007
4111,4111,1011
4112,4112,1013
4113,4113,1004
4114,4114,1021
4115,4115,1027
4116,4116,1026
4117,4117,1032
4118,4118,1036
4119,4119,1053
4120,4120,1060
4121,4121,1086
4122,4122,1087
4123,4123,1097
4124,4124,1098
4125,4125,1087
4126,4126,1101
4127,4127,1094
4128,4128,1095
4129,4129,1111
4130,4130,1106
4131,4131,1111
4132,4132,1119
4133,4133,672
4134,4134,672
4135,4135,690
4136,4136,686
4137,4137,689
4138,4138,683
4139,4139,699
4140,4140,707
4141,4141,710
4142,4142,1187
4143,4143,1187
4144,4144,682
4145,4145,728
4146,4146,722
4147,4147,735
4148,4148,741
4149,4149,749
4150,4150,745
4151,4151,747
4152,4152,757
4153,4153,763
4154,4154,772
4155,4155,762
4156,4156,777
4157,4157,777
4158,4158,781
4159,4159,789
4160,4160,796
4161,4161,798
4162,4162,820
4163,4163,811
4164,4164,831
4165,4165,824
4166,4166,819
4167,4167,830
4168,4168,833
4169,4169,838
4170,4170,841
4171,4171,851
4172,4172,863
4173,4173,863
4174,4174,865
4175,4175,878
4176,4176,878
4177,4177,902
4178,4178,902
4179,4179,901
4180,4180,910
4181,4181,896
4182,4182,903
4183,4183,923
4184,4184,927
4185,4185,931
4186,4186,942
4187,4187,937
4188,4188,953
4189,4189,965
4190,4190,962
4191,4191,958
4192,4192,972
4193,4193,977
4194,4194,980
4195,4195,980
4196,4196,1007
4197,4197,997
4198,4198,1017
4199,4199,1007
4200,4200,1027
4201,4201,1015
4202,4202,1027
4203,4203,1044
4204,4204,1042
4205,4205,1052
4206,4206,1054
4207,4207,1054
4208,4208,1066
4209,4209,1069
4210,4210,1075
4211,4211,1079
4212,4212,1078
4213,4213,1099
4214,4214,1106
4215,4215,1114
4216,4216,1113
4217,4217,1124
4218,4218,1138
4219,4219,1150
4220,4220,1160
4221,4221,1145
4222,4222,1148
4223,4223,1144
4224,4224,1151
4225,4225,1164
4226,4226,1157
4227,4227,626
4228,4228,642
4229,4229,627
4230,4230,640
4231,4231,636
4232,4232,645
4233,4233,1170
4234,4234,657
4235,4235,659
4236,4236,671
4237,4237,672
4238,4238,662
4239,4239,675
4240,4240,681
4241,4241,690
4242,4242,684
4243,4243,690
4244,4244,702
4245,4245,703
4246,4246,701
4247,4247,710
4248,4248,710
4249,4249,715
4250,4250,725
4251,4251,722
4252,4252,739
4253,4253,738
4254,4254,734
4255,4255,741
4256,4256,740
4257,4257,748
4258,4258,755
4259,4259,763
4260,4260,771
4261,4261,767
4262,4262,774
4263,4263,782
4264,4264,810
4265,4265,785
4266,4266,793
4267,4267,790
4268,4268,792
4269,4269,822
4270,4270,822
4271,4271,830
4272,4272,836
4273,4273,824
4274,4274,852
4275,4275,845
4276,4276,850
4277,4277,856
4278,4278,854
4279,4279,864
4280,4280,867
4281,4281,883
4282,4282,879
4283,4283,893
4284,4284,889
4285,4285,891
4286,4286,907
4287,4287,906
4288,4288,912
4289,4289,909
4290,4290,911
4291,4291,916
4292,4292,924
4293,4293,931
4294,4294,934
4295,4295,945
4296,4296,951
4297,4297,960
4298,4298,956
4299,4299,974
4300,4300,977
4301,4301,979
4302,4302,975
4303,4303,979
4304,4304,994
4305,4305,999
4306,4306,1007
4307,4307,1013
4308,4308,1018
4309,4309,1020
4310,4310,1027
4311,4311,1032
4312,4312,1037
4313,4313,1055
4314,4314,1057
4315,4315,1059
4316,4316,1058
4317,4317,1051
4318,4318,1064
4319,4319,530
4320,4320,524
4321,4321,538
4322,4322,541
4323,4323,543
4324,4324,547
4325,4325,546
4326,4326,548
4327,4327,544
4328,4328,608
4329,4329,565
4330,4330,579
4331,4331,574
4332,4332,586
4333,4333,593
4334,4334,593
4335,4335,597
4336,4336,590
4337,4337,585
4338,4338,609
4339,4339,596
4340,4340,605
4341,4341,614
4342,4342,619
4343,4343,621
4344,4344,626
4345,4345,634
4346,4346,624
4347,4347,644
4348,4348,637
4349,4349,644
4350,4350,647
4351,4351,654
4352,4352,637
4353,4353,654
4354,4354,643
4355,4355,662
4356,4356,665
4357,4357,673
4358,4358,674
4359,4359,691
4360,4360,690
4361,4361,689
4362,4362,694
4363,4363,691
4364,4364,693
4365,4365,707
4366,4366,710
4367,4367,718
4368,4368,719
4369,4369,720
4370,4370,723
4371,4371,718
4372,4372,729
4373,4373,735
4374,4374,737
4375,4375,747
4376,4376,760
4377,4377,747
4378,4378,754
4379,4379,761
4380,4380,769
4381,4381,767
4382,4382,773
4383,4383,781
4384,4384,776
4385,4385,794
4386,4386,800
4387,4387,800
4388,4388,802
4389,4389,808
4390,4390,816
4391,4391,825
4392,4392,808
4393,4393,816
4394,4394,826
4395,4395,837
4396,4396,845
4397,4397,841
4398,4398,850
4399,4399,850
4400,4400,852
4401,4401,856
4402,4402,861
4403,4403,872
4404,4404,872
4405,4405,886
4406,4406,898
4407,4407,889
4408,4408,902
4409,4409,893
4410,4410,902
4411,4411,897
4412,4412,912
4413,4413,920
4414,4414,908
4415,4415,934
4416,4416,932
4417,4417,935
4418,4418,941
4419,4419,955
4420,4420,958
4421,4421,969
4422,4422,967
4423,4423,964
4424,4424,976
4425,4425,986
4426,4426,990
4427,4427,1008
4428,4428,1003
4429,4429,572
4430,4430,574
4431,4431,571
4432,4432,575
4433,4433,589
4434,4434,575
4435,4435,594
4436,4436,602
4437,4437,590
4438,4438,602
4439,4439,606
4440,4440,609
4441,4441,608
4442,4442,616
4443,4443,613
4444,4444,619
4445,4445,628
4446,4446,626
4447,4447,625
4448,4448,637
4449,4449,639
4450,4450,649
4451,4451,641
4452,4452,647
4453,4453,648
4454,4454,661
4455,4455,668
4456,4456,666
4457,4457,675
4458,4458,674
4459,4459,680
4460,4460,684
4461,4461,689
4462,4462,695
4463,4463,690
4464,4464,696
4465,4465,697
4466,4466,709
4467,4467,707
4468,4468,719
4469,4469,719
4470,4470,725
4471,4471,728
4472,4472,729
4473,4473,740
4474,4474,741
4475,4475,748
4476,4476,747
4477,4477,758
4478,4478,753
4479,4479,761
4480,4480,763
4481,4481,775
4482,4482,776
4483,4483,775
4484,4484,798
4485,4485,784
4486,4486,794
4487,4487,805
4488,4488,809
4489,4489,811
4490,4490,811
4491,4491,816
4492,4492,835
4493,4493,824
4494,4494,829
4495,4495,839
4496,4496,836
4497,4497,851
4498,4498,845
4499,4499,857
4500,4500,874
4501,4501,870
4502,4502,864
4503,4503,868
4504,4504,884
4505,4505,894
4506,4506,886
4507,4507,900
4508,4508,904
4509,4509,912
4510,4510,908
4511,4511,917
4512,4512,930
4513,4513,932
4514,4514,927
4515,4515,935
4516,4516,937
4517,4517,938
4518,4518,956
4519,4519,962
4520,4520,965
4521,4521,977
4522,4522,975
4523,4523,973
4524,4524,963
4525,4525,972
4526,4526,990
4527,4527,988
4528,4528,1008
4529,4529,1011
4530,4530,1024
4531,4531,1018
4532,4532,1020
4533,4533,1016
4534,4534,1053
4535,4535,1041
4536,4536,1020
4537,4537,1059
4538,4538,1056
4539,4539,605
4540,4540,603
4541,4541,628
4542,4542,623
4543,4543,632
4544,4544,634
4545,4545,633
4546,4546,638
4547,4547,650
4548,4548,1165
4549,4549,1106
4550,4550,1133
4551,4551,1188
4552,4552,1161
4553,4553,670
4554,4554,681
4555,4555,681
4556,4556,679
4557,4557,682
4558,4558,694
4559,4559,693
4560,4560,696
4561,4561,703
4562,4562,708
4563,4563,719
4564,4564,716
4565,4565,717
4566,4566,734
4567,4567,730
4568,4568,495
4569,4569,736
4570,4570,747
4571,4571,751
4572,4572,755
4573,4573,760
4574,4574,766
4575,4575,766
4576,4576,782
4577,4577,777
4578,4578,776
4579,4579,784
4580,4580,798
4581,4581,799
4582,4582,815
4583,4583,808
4584,4584,821
4585,4585,812
4586,4586,833
4587,4587,819
4588,4588,829
4589,4589,839
4590,4590,839
4591,4591,833
4592,4592,850
4593,4593,864
4594,4594,853
4595,4595,863
4596,4596,867
4597,4597,884
4598,4598,886
4599,4599,878
4600,4600,901
4601,4601,894
4602,4602,895
4603,4603,901
4604,4604,905
4605,4605,906
4606,4606,924
4607,4607,912
4608,4608,933
4609,4609,935
4610,4610,943
4611,4611,941
4612,4612,949
4613,4613,960
4614,4614,954
4615,4615,962
4616,4616,966
4617,4617,973
4618,4618,976
4619,4619,977
4620,4620,990
4621,4621,997
4622,4622,998
4623,4623,1007
4624,4624,1019
4625,4625,1045
4626,4626,1035
4627,4627,1053
4628,4628,1065
4629,4629,1044
4630,4630,1026
4631,4631,1042
4632,4632,1025
4633,4633,1052
4634,4634,1089
4635,4635,1062
4636,4636,572
4637,4637,587
4638,4638,604
4639,4639,598
4640,4640,1027
4641,4641,1069
4642,4642,950
4643,4643,1041
4644,4644,620
4645,4645,641
4646,4646,642
4647,4647,652
4648,4648,653
4649,4649,641
4650,4650,657
4651,4651,650
4652,4652,664
4653,4653,660
4654,4654,661
4655,4655,672
4656,4656,682
4657,4657,691
4658,4658,682
4659,4659,690
4660,4660,688
4661,4661,702
4662,4662,711
4663,4663,702
4664,4664,718
4665,4665,710
4666,4666,713
4667,4667,716
4668,4668,730
4669,4669,738
4670,4670,739
4671,4671,744
4672,4672,741
4673,4673,751
4674,4674,764
4675,4675,765
4676,4676,756
4677,4677,772
4678,4678,775
4679,4679,772
4680,4680,789
4681,4681,792
4682,4682,789
4683,4683,805
4684,4684,804
4685,4685,812
4686,4686,811
4687,4687,831
4688,4688,809
4689,4689,824
4690,4690,831
4691,4691,819
4692,4692,845
4693,4693,835
4694,4694,838
4695,4695,847
4696,4696,847
4697,4697,864
4698,4698,869
4699,4699,874
4700,4700,864
4701,4701,873
4702,4702,872
4703,4703,880
4704,4704,872
4705,4705,894
4706,4706,885
4707,4707,902
4708,4708,911
4709,4709,911
4710,4710,916
4711,4711,921
4712,4712,926
4713,4713,938
4714,4714,939
4715,4715,950
4716,4716,973
4717,4717,967
4718,4718,964
4719,4719,992
4720,4720,992
4721,4721,951
4722,4722,988
4723,4723,968
4724,4724,514
4725,4725,517
4726,4726,522
4727,4727,528
4728,4728,534
4729,4729,540
4730,4730,544
4731,4731,540
4732,4732,543
4733,4733,559
4734,4734,551
4735,4735,557
4736,4736,554
4737,4737,560
4738,4738,570
4739,4739,569
4740,4740,582
4741,4741,580
4742,4742,578
4743,4743,586
4744,4744,594
4745,4745,599
4746,4746,601
4747,4747,598
4748,4748,610
4749,4749,617
4750,4750,615
4751,4751,620
4752,4752,618
4753,4753,624
4754,4754,631
4755,4755,627
4756,4756,634
4757,4757,624
4758,4758,643
4759,4759,642
4760,4760,651
4761,4761,665
4762,4762,663
4763,4763,667
4764,4764,668
4765,4765,671
4766,4766,682
4767,4767,677
4768,4768,690
4769,4769,688
4770,4770,696
4771,4771,700
4772,4772,695
4773,4773,711
4774,4774,724
4775,4775,720
4776,4776,722
4777,4777,723
4778,4778,738
4779,4779,740
4780,4780,742
4781,4781,742
4782,4782,747
4783,4783,758
4784,4784,770
4785,4785,767
4786,4786,776
4787,4787,772
4788,4788,777
4789,4789,779
4790,4790,791
4791,4791,791
4792,4792,805
4793,4793,798
4794,4794,811
4795,4795,809
4796,4796,809
4797,4797,810
4798,4798,833
4799,4799,829
4800,4800,837
4801,4801,831
4802,4802,855
4803,4803,849
4804,4804,859
4805,4805,854
4806,4806,862
4807,4807,852
4808,4808,865
4809,4809,863
4810,4810,881
4811,4811,891
4812,4812,879
4813,4813,900
4814,4814,895
4815,4815,904
4816,4816,913
4817,4817,919
4818,4818,925
4819,4819,919
4820,4820,937
4821,4821,948
4822,4822,949
4823,4823,964
4824,4824,958
4825,4825,968
4826,4826,938
4827,4827,957
4828,4828,966
4829,4829,556
4830,4830,557
4831,4831,541
4832,4832,569
4833,4833,557
4834,4834,572
4835,4835,570
4836,4836,566
4837,4837,581
4838,4838,573
4839,4839,581
4840,4840,585
4841,4841,589
4842,4842,589
4843,4843,597
4844,4844,592
4845,4845,608
4846,4846,601
4847,4847,610
4848,4848,603
4849,4849,611
4850,4850,618
4851,4851,620
4852,4852,634
4853,4853,634
4854,4854,642
4855,4855,640
4856,4856,639
4857,4857,647
4858,4858,654
4859,4859,658
4860,4860,660
4861,4861,660
4862,4862,669
4863,4863,663
4864,4864,672
4865,4865,676
4866,4866,680
4867,4867,684
4868,4868,692
4869,4869,694
4870,4870,692
4871,4871,706
4872,4872,706
4873,4873,712
4874,4874,713
4875,4875,718
4876,4876,724
4877,4877,734
4878,4878,732
4879,4879,738
4880,4880,744
4881,4881,743
4882,4882,766
4883,4883,762
4884,4884,771
4885,4885,768
4886,4886,770
4887,4887,782
4888,4888,783
4889,4889,785
4890,4890,789
4891,4891,799
4892,4892,800
4893,4893,802
4894,4894,804
4895,4895,823
4896,4896,824
4897,4897,827
4898,4898,827
4899,4899,833
4900,4900,848
4901,4901,851
4902,4902,857
4903,4903,867
4904,4904,856
4905,4905,864
4906,4906,871
4907,4907,885
4908,4908,882
4909,4909,884
4910,4910,889
4911,4911,907
4912,4912,888
4913,4913,893
4914,4914,899
4915,4915,922
4916,4916,908
4917,4917,916
4918,4918,937
4919,4919,931
4920,4920,937
4921,4921,953
4922,4922,947
4923,4923,945
4924,4924,959
4925,4925,954
4926,4926,952
4927,4927,966
4928,4928,959
4929,4929,993
4930,4930,983
4931,4931,987
4932,4932,976
4933,4933,979
4934,4934,995
4935,4935,1005
4936,4936,1002
4937,4937,590
4938,4938,576
4939,4939,585
4940,4940,594
4941,4941,595
4942,4942,598
4943,4943,591
4944,4944,610
4945,4945,596
4946,4946,592
4947,4947,610
4948,4948,622
4949,4949,628
4950,4950,614
4951,4951,629
4952,4952,628
4953,4953,636
4954,4954,637
4955,4955,643
4956,4956,642
4957,4957,648
4958,4958,649
4959,4959,659
4960,4960,665
4961,4961,662
4962,4962,662
4963,4963,663
4964,4964,680
4965,4965,685
4966,4966,687
4967,4967,686
4968,4968,691
4969,4969,690
4970,4970,712
4971,4971,699
4972,4972,708
4973,4973,720
4974,4974,724
4975,4975,722
4976,4976,723
4977,4977,738
4978,4978,742
4979,4979,745
4980,4980,740
4981,4981,741
4982,4982,755
4983,4983,770
4984,4984,754
4985,4985,767
4986,4986,773
4987,4987,780
4988,4988,788
4989,4989,788
4990,4990,793
4991,4991,804
4992,4992,809
4993,4993,820
4994,4994,815
4995,4995,816
4996,4996,829
4997,4997,837
4998,4998,835
4999,4999,839
5000,5000,844
5001,5001,854
5002,5002,861
5003,5003,864
5004,5004,863
5005,5005,877
5006,5006,886
5007,5007,889
5008,5008,895
5009,5009,896
5010,5010,896
5011,5011,895
5012,5012,896
5013,5013,905
5014,5014,913
5015,5015,919
5016,5016,924
5017,5017,920
5018,5018,926
5019,5019,950
5020,5020,942
5021,5021,952
5022,5022,954
5023,5023,957
5024,5024,965
5025,5025,971
5026,5026,971
5027,5027,989
5028,5028,987
5029,5029,993
5030,5030,1012
5031,5031,1002
5032,5032,1028
5033,5033,1024
5034,5034,1033
5035,5035,1040
5036,5036,1053
5037,5037,1035
5038,5038,1040
5039,5039,1044
5040,5040,1049
5041,5041,563
5042,5042,580
5043,5043,589
5044,5044,586
5045,5045,572
5046,5046,590
5047,5047,577
5048,5048,600
5049,5049,583
5050,5050,597
5051,5051,596
5052,5052,595
5053,5053,608
5054,5054,605
5055,5055,612
5056,5056,620
5057,5057,634
5058,5058,627
5059,5059,622
5060,5060,618
5061,5061,617
5062,5062,643
5063,5063,636
5064,5064,633
5065,5065,648
5066,5066,640
5067,5067,649
5068,5068,647
5069,5069,659
5070,5070,657
5071,5071,667
5072,5072,663
5073,5073,674
5074,5074,671
5075,5075,679
5076,5076,685
5077,5077,687
5078,5078,693
5079,5079,698
5080,5080,695
5081,5081,707
5082,5082,707
5083,5083,712
5084,5084,710
5085,5085,718
5086,5086,724
5087,5087,725
5088,5088,744
5089,5089,739
5090,5090,737
5091,5091,757
5092,5092,747
5093,5093,753
5094,5094,763
5095,5095,762
5096,5096,771
5097,5097,773
5098,5098,781
5099,5099,787
5100,5100,785
5101,5101,794
5102,5102,800
5103,5103,805
5104,5104,811
5105,5105,810
5106,5106,821
5107,5107,825
5108,5108,836
5109,5109,848
5110,5110,841
5111,5111,837
5112,5112,849
5113,5113,860
5114,5114,866
5115,5115,866
5116,5116,882
5117,5117,875
5118,5118,890
5119,5119,885
5120,5120,909
5121,5121,899
5122,5122,923
5123,5123,932
5124,5124,936
5125,5125,956
5126,5126,939
5127,5127,943
5128,5128,938
5129,5129,949
5130,5130,959
5131,5131,954
5132,5132,972
5133,5133,961
5134,5134,938
5135,5135,951
5136,5136,956
5137,5137,1014
5138,5138,915
5139,5139,934
5140,5140,988
5141,5141,993
5142,5142,993
5143,5143,944
5144,5144,941
5145,5145,965
5146,5146,958
5147,5147,972
5148,5148,964
5149,5149,1000
5150,5150,994
5151,5151,989
5152,5152,1037
5153,5153,583
5154,5154,581
5155,5155,572
5156,5156,601
5157,5157,584
5158,5158,591
5159,5159,602
5160,5160,614
5161,5161,606
5162,5162,610
5163,5163,619
5164,5164,623
5165,5165,629
5166,5166,624
5167,5167,629
5168,5168,633
5169,5169,642
5170,5170,645
5171,5171,661
5172,5172,650
5173,5173,655
5174,5174,654
5175,5175,668
5176,5176,670
5177,5177,675
5178,5178,682
5179,5179,689
5180,5180,694
5181,5181,692
5182,5182,698
5183,5183,697
5184,5184,701
5185,5185,704
5186,5186,714
5187,5187,719
5188,5188,721
5189,5189,729
5190,5190,740
5191,5191,742
5192,5192,749
5193,5193,742
5194,5194,743
5195,5195,737
5196,5196,747
5197,5197,746
5198,5198,757
5199,5199,776
5200,5200,770
5201,5201,787
5202,5202,781
5203,5203,785
5204,5204,799
5205,5205,799
5206,5206,808
5207,5207,812
5208,5208,815
5209,5209,809
5210,5210,816
5211,5211,831
5212,5212,842
5213,5213,844
5214,5214,843
5215,5215,856
5216,5216,852
5217,5217,871
5218,5218,882
5219,5219,882
5220,5220,892
5221,5221,895
5222,5222,900
5223,5223,904
5224,5224,908
5225,5225,921
5226,5226,923
5227,5227,933
5228,5228,943
5229,5229,952
5230,5230,956
5231,5231,978
5232,5232,950
5233,5233,954
5234,5234,948
5235,5235,958
5236,5236,958
5237,5237,943
5238,5238,925
5239,5239,916
5240,5240,858
5241,5241,868
5242,5242,856
5243,5243,885
5244,5244,844
5245,5245,873
5246,5246,891
5247,5247,857
5248,5248,884
5249,5249,871
5250,5250,912
5251,5251,902
5252,5252,925
5253,5253,965
5254,5254,963
5255,5255,986
5256,5256,1004
5257,5257,1003
5258,5258,1031
5259,5259,1056
5260,5260,1049
5261,5261,1069
5262,5262,1068
5263,5263,1068
5264,5264,1063
5265,5265,1166
5266,5266,1167
5267,5267,1177
5268,5268,604
5269,5269,620
5270,5270,634
5271,5271,629
5272,5272,642
5273,5273,643
5274,5274,645
5275,5275,649
5276,5276,657
5277,5277,652
5278,5278,666
5279,5279,662
5280,5280,669
5281,5281,670
5282,5282,688
5283,5283,685
5284,5284,689
5285,5285,701
5286,5286,697
5287,5287,704
5288,5288,701
5289,5289,703
5290,5290,710
5291,5291,723
5292,5292,719
5293,5293,722
5294,5294,742
5295,5295,743
5296,5296,751
5297,5297,739
5298,5298,752
5299,5299,746
5300,5300,756
5301,5301,764
5302,5302,767
5303,5303,779
5304,5304,778
5305,5305,791
5306,5306,802
5307,5307,801
5308,5308,790
5309,5309,803
5310,5310,814
5311,5311,803
5312,5312,819
5313,5313,826
5314,5314,840
5315,5315,824
5316,5316,832
5317,5317,834
5318,5318,851
5319,5319,860
5320,5320,861
5321,5321,852
5322,5322,872
5323,5323,870
5324,5324,879
5325,5325,889
5326,5326,884
5327,5327,904
5328,5328,899
5329,5329,910
5330,5330,920
5331,5331,924
5332,5332,931
5333,5333,927
5334,5334,944
5335,5335,941
5336,5336,943
5337,5337,952
5338,5338,943
5339,5339,968
5340,5340,974
5341,5341,977
5342,5342,974
5343,5343,980
5344,5344,995
5345,5345,1004
5346,5346,1008
5347,5347,1009
5348,5348,1016
5349,5349,1019
5350,5350,1030
5351,5351,1036
5352,5352,1040
5353,5353,1047
5354,5354,1053
5355,5355,1038
5356,5356,1039
5357,5357,1048
5358,5358,1040
5359,5359,1063
5360,5360,1062
5361,5361,536
5362,5362,544
5363,5363,554
5364,5364,549
5365,5365,560
5366,5366,558
